s,retailid,manitemid,y,m,d,efr,efc,ohb,promotypeid,srf_adew,srf_aheat,srf_amax,srf_aprcp,srf_cmf,srf_dew,srf_heatw,srf_hum,srf_max,srf_min,srf_prcp,srf_prcpp,srf_uv,srf_wnds,p_cci1,p_cci2,p_cci3,p_ces,p_cpi,p_cru,p_dies,p_emp,p_fern,p_fmr,p_gas,p_gern,p_hpe,p_hpi,p_hse,p_hsn,p_labf,p_lint,p_mern,p_mhrs,p_nfe,p_nhc,p_nhs,p_phm,p_rs,p_sint,p_smkt,p_uner,cy,zip_pop,age_median,white,black,asian,hispanic,fam_w_children,fam_female_head,house_rental,ed_bs,labor_force,commut_tele,commut_avg,inc_median_house,inc_mean_house,inc_mean_fam,inc_per_cap,house_rooms_median,house_oil
0,1,1,2013,1,10,11.2,11.2,890,0,-3.004287,3.6569042,-5.1826193,-0.01690476,-6.9900001,-4.0211906,-10.09309,-0.23809433,-9.72381,-6.9745255,-0.02380952,52.16666603,0,1.9802379,58.4,68.1,57.3,1085,231.198,93.81,3.097,16631898,14535.2,3.41,2.783,2367.7,287100,642,1150000,145,18556482,3.08,848.07,39.9,13845.3,188,233,19.41,369684,0.05,1472.12,10.4,0.04,35400,36.400002,59444,1142,4145,5592,4899,1236,2895,4449,18824,806,34.299999,67705,74175,75206,26459,6,0
2,1,1,2013,1,12,11.2,11.2,890,0,23.165239,-20.923096,26.358096,-0.06,12.671667,18.032143,13.47858,33.57143021,17.833096,21.974762,-0.05357143,-8.166666031,0,-4.2726187,58.4,68.1,57.3,1029,231.198,93.6,3.081,4254928,4046.4,3.41,2.735,715.6,193900,642,1960000,225,4738051,3.05,685.48,40.4,3840.2,370,483,19.34,369684,0.06,1472.05,10.2,0,8926,32.200001,15471,1534,70,486,1360,262,522,632,5046,133,32.799999,46641,48657,50569,18768,5.5,63
0,1,1,2013,1,14,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,68.1,57.3,1124,231.198,94.27,3.121,5924028,5778.7,3.41,2.743,830,160500,642,1160000,56,6590525,3.04,797.72,39.1,5590,89,95,19.1,369684,0.06,1470.68,10.1,0.08,6812,38.400002,13520,11,44,37,870,201,497,358,3539,205,28.4,45955,52369,53929,20517,5.5999999,53
0,1,1,2013,1,8,11.2,11.2,890,0,7.7890474,-6.3676187,11.4,-0.01920474,5.6495234,7.3280951,12.16619,10.61904907,10.585238,7.9757142,-0.01666667,-5.666666031,0,3.0388097,58.4,68.1,57.3,1124,231.198,93.21,3.098,2768028,2765.4,3.41,2.782,416.7,160500,642,1160000,56,2963630,3.07,790.69,43.7,2626,89,95,19.5,369684,0.06,1457.15,6.6,0.18,3524,37.200001,5469,43,17,42,400,193,341,184,1596,77,22.200001,30789,38263,38264,14972,5.0999999,88
2,1,1,2013,1,14,11.2,11.2,890,0,-7.9219048,8.482382,-12.471429,-0.02136712,-8.0050005,-7.0811906,14.35857,0.52381134,-13.52619,-12.603095,-0.01666667,-14.6428566,0,-3.5235714,58.4,68.1,57.3,1124,231.198,94.27,3.121,2768028,2765.4,3.41,2.743,416.7,160500,642,1160000,56,2963630,3.04,790.69,43.7,2626,89,95,19.1,369684,0.06,1470.68,6.6,0.08,12310,36.700001,24096,96,147,103,1679,402,956,998,6478,184,28.799999,46596,54038,55780,20600,5.6999998,191
1,1,1,2013,1,10,11.2,11.2,890,0,21.581904,-19.370238,14.77857,-0.24071428,9.1607141,12.86,18.17048,21.90476227,14.095951,19.611904,-0.05714286,-7.26190567,-0.214285716,2.6476192,58.4,68.1,57.3,1029,231.198,93.81,3.097,4410351,3998.1,3.41,2.783,676.8,193900,642,1960000,225,4849324,3.08,737.43,40.2,3838.5,370,483,19.41,369684,0.05,1472.12,9.1,0.04,61674,36.599998,104317,10112,6094,2797,9033,1825,3801,14647,35530,2047,31,78768,88622,88954,33373,7.5999999,0
0,1,1,2013,1,8,11.2,11.2,890,0,3.2719057,-3.9757156,8.5245247,-0.04976191,4.9340479,1.3742856,14.95571,-12.14286041,7.0569055,-0.07023811,-0.11904762,-39.11904907,0,-2.1635714,58.4,68.1,57.3,1124,231.198,93.21,3.098,5214940,5181.1,3.41,2.782,748.8,160500,642,1160000,56,5694739,3.07,804.69,37.7,5001,89,95,19.5,369684,0.06,1457.15,8.4,0.18,24414,34.5,45379,1018,2090,306,4101,512,1093,6142,13484,574,25.1,83484,102807,92046,38060,7.5999999,247
0,1,1,2013,1,12,11.2,11.2,890,0,34.176191,-28.023333,24.35976,0.71285715,21.175952,19.931429,15.95,20.90476227,28.824522,32.665001,0.58809524,39.7857132,0,4.8945241,58.4,68.1,57.3,1029,231.198,93.6,3.081,2842018,2747.2,3.41,2.735,421.1,193900,642,1960000,225,3106348,3.05,693.05,40,2590.2,370,483,19.34,369684,0.06,1472.05,8.5,0,7713,32.599998,13682,1261,65,287,1156,206,461,607,4280,53,28,56935,62197,61138,22073,6.0999999,8
0,1,1,2013,1,13,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,68.1,57.3,1029,231.198,93.6,3.081,4254928,4046.4,3.41,2.735,715.6,193900,642,1960000,225,4738051,3.05,685.48,40.4,3840.2,370,483,19.34,369684,0.06,1472.05,10.2,0.03,6175,38.299999,10927,1051,246,89,752,110,174,1377,3695,177,27.700001,71420,82488,77261,33213,6.4000001,159
2,1,1,2013,1,9,11.2,11.2,890,0,6.3276196,-13.058334,14.549049,-0.06261905,5.6209526,4.8899999,12.90666,-3.785713196,10.056906,9.6895237,-0.0952381,-18.57143021,0,7.7571428,58.4,68.1,57.3,1124,231.198,93.08,3.101,4151131,4053.9,3.41,2.793,610.6,160500,642,1160000,56,4599269,3.05,900.22,39.6,3834.1,89,95,19.49,369684,0.05,1461.02,9.7,0.1,34713,38.099998,65862,1353,1481,407,3483,1226,4884,6827,20458,577,22,52384,65960,68331,31086,5.3000002,108
0,1,1,2013,1,13,11.2,11.2,890,0,-9.8921432,12.597857,-15.122147,-0.00238095,-5.9700006,-11.798095,-7.666672,-18.38095093,-8.4773788,-8.3340492,0,-0.166666508,-0.142857149,-1.0114288,58.4,68.1,57.3,1085,231.198,93.6,3.081,16631898,14535.2,3.41,2.735,2367.7,287100,642,1150000,145,18556482,3.05,848.07,39.9,13845.3,188,233,19.34,369684,0.06,1472.05,10.4,0.03,13407,44.900002,25105,93,1238,520,1104,328,2305,4284,7216,479,23.9,100080,153807,130323,76704,5.5,18
1,1,1,2013,1,11,11.2,11.2,890,0,22.69738,-22.942142,25.241428,0.27071428,16.722619,14.127619,16.68881,2.642860413,26.36762,16.903572,0.15,39.5,0,3.5723806,58.4,68.1,57.3,1124,231.198,93.6,3.081,5214940,5181.1,3.41,2.735,748.8,160500,642,1160000,56,5694739,3.05,804.69,37.7,5001,89,95,19.34,369684,0.06,1472.05,8.4,0.01,51061,34.099998,93449,5176,2534,674,7061,1851,6640,10024,29873,1065,22.1,59918,67260,69837,27128,6.1999998,201
0,1,1,2013,1,9,11.2,11.2,890,0,7.0880947,-13.914761,17.522381,-0.08309524,7.8030952,5.2750003,12.23833,-7.071426392,11.891905,10.855,-0.07261905,-23.30952454,0,-0.83428581,58.4,68.1,57.3,1124,231.198,93.08,3.101,5924028,5778.7,3.41,2.793,830,160500,642,1160000,56,6590525,3.05,797.72,39.1,5590,89,95,19.49,369684,0.05,1461.02,10.1,0.1,30161,34.900002,51936,1820,3576,4413,3614,1117,2982,3214,16963,342,25.6,54517,62476,62339,23830,5.4000001,26
2,1,1,2013,1,14,11.2,11.2,890,0,-3.6235715,0.7990477,-3.9119041,-0.00619048,-3.0928575,-4.1702379,13.37786,-12.07142639,-5.0573804,-4.3426187,-0.06547619,-1.73809433,0,0.04023834,58.4,68.1,57.3,1124,231.198,94.27,3.121,4151131,4053.9,3.41,2.743,610.6,160500,642,1160000,56,4599269,3.04,900.22,39.6,3834.1,89,95,19.1,369684,0.06,1470.68,9.7,0.08,4245,36.700001,8350,32,4,46,561,143,327,154,1893,124,27.5,30398,38840,35139,14831,5.3000002,195
0,1,1,2013,1,8,11.2,11.2,890,0,1.5409527,-5.0238092,12.120716,-0.14666666,6.9190476,2.8714286,16.715,-12.2142868,10.43738,1.9526196,-0.15238096,-35.97618866,0,-3.1750004,58.4,68.1,57.3,1029,231.198,93.21,3.098,1881955,1836.7,3.41,2.782,338.3,193900,642,1960000,225,2062000,3.07,769.2,41.3,1750.6,370,483,19.5,369684,0.06,1457.15,8.7,0.18,9793,35.200001,19131,280,31,91,1380,271,612,429,5101,107,32.200001,49904,56772,53994,20541,5.8000002,83
0,1,1,2013,1,14,11.2,11.2,890,0,-26.488335,9.2707143,-13.474045,-0.005,-4.2347621,-21.590476,-9.398575,-23.16666603,-6.8445261,-11.35857,0,-3.761904716,2.142857134,7.9342856,58.4,68.1,57.3,1085,231.198,94.27,3.121,16631898,14535.2,3.41,2.743,2367.7,287100,642,1150000,145,18556482,3.04,848.07,39.9,13845.3,188,233,19.1,369684,0.06,1470.68,10.4,0.08,67353,32.400002,89250,2332,9945,30595,8425,2783,8492,5997,31614,688,30,50666,64242,56395,21690,4.9000001,0
1,1,1,2013,1,9,11.2,11.2,890,0,11.753334,-10.106668,16.347857,-0.05,8.0235714,7.0652383,15.87857,3,11.511904,8.4371431,-0.13452381,-8.142856598,0,-4.8040474,58.4,68.1,57.3,1124,231.198,93.08,3.101,5214940,5181.1,3.41,2.793,748.8,160500,642,1160000,56,5694739,3.05,804.69,37.7,5001,89,95,19.49,369684,0.05,1461.02,8.4,0.1,43776,35.200001,84326,1248,1383,462,6907,1210,2365,7149,22735,934,25.9,67859,81082,76368,29411,7,2153
0,1,1,2013,1,13,11.2,11.2,890,0,30.67,-33.108097,33.462145,0.08642857,23.005714,17.185714,16.40262,2.666664124,30.785477,29.296428,0.17023809,16.54761887,0,0.79833347,58.4,68.1,57.3,1338,231.198,93.6,3.081,5920404,5746.5,3.41,2.735,719.2,270900,642,650000,32,6523033,3.05,768.56,40.5,5566.4,73,87,19.34,369684,0.06,1472.05,9.2,0.03,19074,42,36210,1378,352,148,1997,1006,3050,1905,9528,135,23.6,35452,47999,43507,21536,5.3000002,113
0,1,1,2013,1,13,11.2,11.2,890,0,18.32762,-15.058334,16.549049,0.71738095,10.050953,7.6699999,12.90666,2.214286804,14.046906,19.699524,0.4547619,56.42856979,0,-1.5028572,58.4,68.1,57.3,1124,231.198,93.6,3.081,4151131,4053.9,3.41,2.735,610.6,160500,642,1160000,56,4599269,3.05,900.22,39.6,3834.1,89,95,19.34,369684,0.06,1472.05,9.7,0.03,34713,38.099998,65862,1353,1481,407,3483,1226,4884,6827,20458,577,22,52384,65960,68331,31086,5.3000002,108
0,1,1,2013,1,9,11.2,11.2,890,0,-0.30333328,-0.27928543,3.5576189,0.91928572,-0.86714266,1.94,-8.575241,7.880950928,0.72976135,6.3092842,0.20714285,31.52381134,0,5.2876191,58.4,68.1,57.3,1085,231.198,93.08,3.101,3152871,2909.5,3.41,2.793,544.7,287100,642,1150000,145,3445455,3.05,1014.68,37.5,2777.1,188,233,19.49,369684,0.05,1461.02,8.5,0.1,24261,35.299999,37208,2668,6079,1594,2895,1005,4081,4294,13698,345,28.200001,53608,62628,63063,26721,5.0999999,632
0,1,1,2013,1,11,11.2,11.2,890,0,-6.114287,4.2038097,-3.8814278,-0.00428571,-7.4938098,-4.904762,-10.69309,-4.357143402,-9.0740471,-5.4433348,-0.01904762,8.095237732,0,8.4233331,58.4,68.1,57.3,1085,231.198,93.6,3.081,16631898,14535.2,3.41,2.735,2367.7,287100,642,1150000,145,18556482,3.05,848.07,39.9,13845.3,188,233,19.34,369684,0.06,1472.05,10.4,0.01,13465,35.200001,18588,887,5116,1838,1826,585,2076,2181,7406,229,26.299999,73502,84398,83007,31647,5.1999998,9
12,1,1,2013,1,14,11.2,11.2,890,0,-6.4023817,5.1385706,-8.3792858,-0.04833333,-4.2419051,-6.4902381,11.90333,-11,-7.6185722,-10.483809,-0.07261905,-36.45238113,0,-10.359047,58.4,68.1,57.3,1124,231.198,94.27,3.121,5924028,5778.7,3.41,2.743,830,160500,642,1160000,56,6590525,3.04,797.72,39.1,5590,89,95,19.1,369684,0.06,1470.68,10.1,0.08,7705,37.299999,15103,36,125,186,1091,151,337,1029,4230,231,28.4,79159,86308,86865,31254,7.0999999,20
0,1,1,2013,1,11,11.2,11.2,890,0,-6.7697601,10.655715,-17.450953,0.00761905,-10.625238,-4.375,-13.50024,2.071428299,-14.5,-8.4283333,0,21.40476179,-1.714285731,2.9950002,58.4,68.1,57.3,1085,231.198,93.6,3.081,16631898,14535.2,3.41,2.735,2367.7,287100,642,1150000,145,18556482,3.05,848.07,39.9,13845.3,188,233,19.34,369684,0.06,1472.05,10.4,0.01,74222,30.9,70762,8589,58312,8234,8783,2150,8820,10216,42886,784,21.4,60229,64950,63407,21680,4.9000001,0
0,1,1,2013,1,13,11.2,11.2,890,0,-15.640953,15.037619,-17.240479,-0.00047619,-15.95619,-8.462381,-15.78238,-1.904762268,-18.699522,-12.844522,0,-0.214285612,-0.285714299,-0.66047653,58.4,68.1,57.3,1085,231.198,93.6,3.081,2787124,2488.8,3.41,2.735,410.6,287100,642,1150000,145,3040059,3.05,735.9,32.4,2383.3,188,233,19.34,369684,0.06,1472.05,8.3,0.03,37998,31.200001,57096,3118,3155,9717,4237,1729,8300,3850,19895,575,23.5,36731,54495,45942,22650,4.3000002,0
0,1,1,2013,1,10,11.2,11.2,890,0,5.3640475,-7.8795242,7.4211922,-0.0810198,5.7202381,2.079524,11.24142,-5.166667938,5.9852388,3.6423817,-0.05833333,-28.88095284,0,-8.7790478,58.4,68.1,57.3,1338,231.198,93.81,3.097,5920404,5746.5,3.41,2.783,719.2,270900,642,650000,32,6523033,3.08,768.56,40.5,5566.4,73,87,19.41,369684,0.05,1472.12,9.2,0.04,30337,40.299999,56870,2208,1119,405,3855,905,2079,4491,16761,487,21,55439,66373,63381,26498,6.4000001,4064
0,1,1,2013,1,12,11.2,11.2,890,0,21.113571,-14.548334,10.473808,-0.10523809,11.130476,10.173571,10.5,13.6428566,13.627142,10.414524,-0.06666667,27.6428566,0,-11.993571,58.4,68.1,57.3,1338,231.198,93.6,3.081,5920404,5746.5,3.41,2.735,719.2,270900,642,650000,32,6523033,3.05,768.56,40.5,5566.4,73,87,19.34,369684,0.06,1472.05,9.2,0,10036,38.700001,19827,28,54,180,1230,366,923,509,5094,97,27.700001,36029,46676,41653,17231,5.4000001,2374
2,1,1,2013,1,11,11.2,11.2,890,0,26.837857,-21.919523,16.111906,-0.14071428,13.36132,15.969175,14.45322,28.42975235,16.418744,22.316972,-0.16880953,30.53753662,-0.797227681,-3.0058857,58.4,68.1,57.3,1029,231.198,93.6,3.081,4410351,3998.1,3.41,2.735,676.8,193900,642,1960000,225,4849324,3.05,737.43,40.2,3838.5,370,483,19.34,369684,0.06,1472.05,9.1,0.01,42244,36.299999,67923,13062,1452,2025,6014,1440,2686,8495,22896,1019,33,67586,80491,77439,30115,7.0999999,0
0,1,1,2013,1,13,11.2,11.2,890,0,27.248333,-26.223097,27.987379,0.1252381,25.853333,16.141667,20.09334,-5.928569794,33.596191,27.572144,0.12738095,8.952381134,0,-2.5114287,58.4,68.1,57.3,1029,231.198,93.6,3.081,733444,766.5,3.41,2.735,153.6,193900,642,1960000,225,799875,3.05,714.72,41.5,739,370,483,19.34,369684,0.06,1472.05,8.3,0.03,41031,39.700001,77537,3501,513,293,4357,1814,4880,3345,19247,358,21.200001,29200,40415,38983,16853,5.4000001,298
0,1,1,2013,1,14,11.2,11.2,890,0,-13.811905,18.042619,-21.101906,-0.00333333,-14.957381,-7.8185712,-18.07047,3.380952835,-21.038573,-18.118572,0,-0.071428537,1.285714269,2.2457141,58.4,68.1,57.3,1085,231.198,94.27,3.121,2787124,2488.8,3.41,2.743,410.6,287100,642,1150000,145,3040059,3.04,735.9,32.4,2383.3,188,233,19.1,369684,0.06,1470.68,8.3,0.08,18267,42.599998,34272,446,799,1414,2345,399,903,3203,9556,567,29.299999,78026,80513,82752,35072,6.8000002,0
0,1,1,2013,1,9,11.2,11.2,890,0,-2.6085718,5.6621437,-5.9664268,-0.39404762,0.72380945,-2.4514285,4.85405,-3.142860413,-3.7954767,-3.9511909,-0.2702381,-34.38095093,0,-11.684286,58.4,68.1,57.3,1085,231.198,93.08,3.101,333414,334.6,3.41,2.793,83.5,287100,642,1150000,145,361085,3.05,625,42.6,320.1,188,233,19.49,369684,0.05,1461.02,7.7,0.1,,,0,0,0,0,,,,,,,,,,,,,
1,1,1,2013,1,11,11.2,11.2,890,0,11.649761,-7.8792839,9.3592873,0.32071429,5.1380952,5.5680952,10.78476,7.690475464,6.4749985,4.3478568,0.07857143,1.595237732,0,-3.7495238,58.4,68.1,57.3,1338,231.198,93.6,3.081,8710299,8865.8,3.41,2.735,1447.3,270900,642,650000,32,9606706,3.05,768.41,38.2,8505.1,73,87,19.34,369684,0.06,1472.05,9.3,0.01,41566,39.599998,73613,5567,2216,1984,5116,1199,2141,8287,21123,922,37.200001,86913,117990,100208,43755,7.1999998,10135
0,1,1,2013,1,11,11.2,11.2,890,0,-11.419048,11.510715,-14.050003,-0.00190476,-7.8626189,-5.9366667,-8.861908,-6.047618866,-10.604765,-6.6578581,0,19.57142878,1.571428537,0.92523829,58.4,68.1,57.3,1085,231.198,93.6,3.081,16631898,14535.2,3.41,2.735,2367.7,287100,642,1150000,145,18556482,3.05,848.07,39.9,13845.3,188,233,19.34,369684,0.06,1472.05,10.4,0.01,,,0,0,0,0,,,,,,,,,,,,,
0,1,1,2013,1,8,11.2,11.2,890,0,11.650238,-2.4369054,-4.0761909,0.33452381,-2.607619,8,-2.385483,37.66666794,-1.2721422,6.9849985,2.5892857,75.40476227,-1.571428537,0.13619072,58.4,68.1,57.3,1029,231.198,93.21,3.098,11782494,11038.5,3.41,2.782,1789.9,193900,642,1960000,225,12655050,3.07,822.31,41.5,10245.1,370,483,19.5,369684,0.06,1457.15,6.9,0.18,19630,30.5,31954,1469,325,5065,2523,698,1956,1955,9718,363,26.4,47369,55653,54592,18608,5.3000002,0
7,1,1,2013,1,13,11.2,11.2,890,0,17.503334,-18.059049,19.720712,0.58619047,8.7626193,7.6973809,13.01976,4.761901855,12.69881,20.916666,0.99047619,58.90476227,0,0.13547699,58.4,68.1,57.3,1124,231.198,93.6,3.081,4151131,4053.9,3.41,2.735,610.6,160500,642,1160000,56,4599269,3.05,900.22,39.6,3834.1,89,95,19.34,369684,0.06,1472.05,9.7,0.03,,,0,0,0,0,,,,,,,,,,,,,
0,1,1,2013,1,14,11.2,11.2,890,0,-10.684285,5.7823798,-5.5285713,-0.05238095,-5.9292857,-7.2916666,12.6219,-13.33333588,-9.2366666,-12.501905,-0.02857143,-33,0,-4.2788092,58.4,68.1,57.3,1124,231.198,94.27,3.121,2780293,2797.8,3.41,2.743,403.4,160500,642,1160000,56,3022967,3.04,748.61,38.2,2713.2,89,95,19.1,369684,0.06,1470.68,8,0.08,35150,27.700001,24770,36393,6314,1975,4546,3330,8582,2318,15150,256,23.5,26436,36021,28518,13018,5.0999999,448
0,1,1,2013,1,9,11.2,11.2,890,0,8.2228569,-7.7911911,14.659046,-0.08809524,7.0083333,8.5197617,11.64143,11.83333206,11.452381,4.4038086,-0.05476191,-23.11904716,0,-2.6454766,58.4,68.1,57.3,1029,231.198,93.08,3.101,3950167,3745,3.41,2.793,716.7,193900,642,1960000,225,4209805,3.05,758.4,38,3594.6,370,483,19.49,369684,0.05,1461.02,6.2,0.1,5967,30.299999,7410,3578,360,445,798,365,1445,293,3285,82,34.299999,37304,45242,42800,18492,4.9000001,211
0,1,1,2013,1,13,11.2,11.2,890,0,-9.1090479,7.8095245,-12.00881,-0.02404762,-4.7607146,-5.9754763,13.215,-13.14286041,-7.095953,-3.3573809,-0.02380952,-15.5,0,2.7733329,58.4,68.1,57.3,1124,231.198,93.6,3.081,2768028,2765.4,3.41,2.735,416.7,160500,642,1160000,56,2963630,3.05,790.69,43.7,2626,89,95,19.34,369684,0.06,1472.05,6.6,0.03,42221,33.900002,75503,2339,5258,991,5754,1331,4560,7125,23850,669,14.7,52561,60987,62442,24745,6,111
3,1,1,2013,1,11,11.2,11.2,890,0,24.240953,-20.39619,20.845239,0.0173207,15.936905,14.710238,9.974285,4,25.261667,21.00119,-0.02261905,-6.976190567,0,12.259048,58.4,68.1,57.3,1124,231.198,93.6,3.081,1523357,1520,3.41,2.735,252.8,160500,642,1160000,56,1622663,3.05,718.36,42,1464,89,95,19.34,369684,0.06,1472.05,6.1,0.01,33819,38.099998,65835,468,410,769,4156,1342,3749,3221,18033,536,19.299999,44101,55548,54771,22474,5.6999998,31
0,1,1,2013,1,14,11.2,11.2,890,0,-4.0811903,0.66547562,-2.1292856,-0.03976191,-1.519524,-5.2097618,13.42976,-20.52381134,-1.2250002,0.44309448,-0.0952381,32.2857132,0,0.22476227,58.4,68.1,57.3,1124,231.198,94.27,3.121,4151131,4053.9,3.41,2.743,610.6,160500,642,1160000,56,4599269,3.04,900.22,39.6,3834.1,89,95,19.1,369684,0.06,1470.68,9.7,0.08,19791,36.5,38034,283,837,268,2736,696,1616,2829,10995,173,27.4,60500,71074,69181,28685,5.5,44
0,1,1,2013,1,11,11.2,11.2,890,0,10.417381,-8.7747612,6.8364296,0.11880953,6.3164283,5.0283335,11.54595,1.642856598,7.7483347,7.6097624,0.07142857,32.09523773,0,-5.2438092,58.4,68.1,57.3,1338,231.198,93.6,3.081,5920404,5746.5,3.41,2.735,719.2,270900,642,650000,32,6523033,3.05,768.56,40.5,5566.4,73,87,19.34,369684,0.06,1472.05,9.2,0.01,6252,42.599998,12419,42,16,10,628,328,617,462,3084,42,20.9,34257,41590,42202,17597,5.8000002,1215
0,1,1,2013,1,14,11.2,11.2,890,0,-2.9092863,0.20071411,-3.8469031,-0.085,-1.5252381,-4.2473809,16.71476,-15.95237732,-1.9530945,-1.1754758,-0.13095239,19.38095093,0,-1.3671429,58.4,68.1,57.3,1124,231.198,94.27,3.121,5214940,5181.1,3.41,2.743,748.8,160500,642,1160000,56,5694739,3.04,804.69,37.7,5001,89,95,19.1,369684,0.06,1470.68,8.4,0.08,29008,35.099998,48964,7762,579,366,3780,1658,3969,2571,14800,305,24.6,41054,48474,50703,21041,5.4000001,61
0,1,1,2013,1,12,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,68.1,57.3,1124,231.198,93.6,3.081,5924028,5778.7,3.41,2.735,830,160500,642,1160000,56,6590525,3.05,797.72,39.1,5590,89,95,19.34,369684,0.06,1472.05,10.1,0,8946,36,17002,548,60,255,1111,295,884,574,4306,96,28,48834,57530,55179,22089,5.5,14
1,1,1,2013,1,12,11.2,11.2,890,0,18.91881,-6.8449993,11.521427,-0.06428572,5.3559525,9.6142857,-0.125,17.45238113,5.7621422,18.175951,-0.03571429,35.59523773,-0.357142866,1.6747619,58.4,68.1,57.3,1029,231.198,93.6,3.081,11782494,11038.5,3.41,2.735,1789.9,193900,642,1960000,225,12655050,3.05,822.31,41.5,10245.1,370,483,19.34,369684,0.06,1472.05,6.9,0,2816,30.4,4429,234,822,234,139,45,1874,1131,2404,81,18.6,56451,70612,72321,49898,3.3,9
0,1,1,2013,1,9,11.2,11.2,890,0,20.058809,-10.963333,4.3330956,1.68,4.2280955,10.881429,8.258575,32.23809433,7.8333321,12.667141,2.3392857,66.61904907,-0.071428575,6.522619,58.4,68.1,57.3,1029,231.198,93.08,3.101,1208668,1178.7,3.41,2.793,214.4,193900,642,1960000,225,1316787,3.05,615.66,39.8,1150.5,370,483,19.49,369684,0.05,1461.02,8.2,0.1,6611,37.200001,7573,5486,47,75,764,352,708,380,2785,19,21.299999,27842,36454,32805,15073,5.0999999,7
0,1,1,2013,1,11,11.2,11.2,890,0,12.804523,-14.67738,14.881191,0.31190476,8.3814288,8.0340477,18.40595,7.52381134,12.676904,13.199524,0.00833333,34.3571434,0,-2.0240475,58.4,68.1,57.3,1338,231.198,93.6,3.081,5920404,5746.5,3.41,2.735,719.2,270900,642,650000,32,6523033,3.05,768.56,40.5,5566.4,73,87,19.34,369684,0.06,1472.05,9.2,0.01,16877,42.200001,32942,260,465,88,1599,511,1606,1453,7838,154,15.6,35079,49186,44947,18616,5.8000002,844
0,1,1,2013,1,14,11.2,11.2,890,0,25.530476,-14.854761,14.300715,0.51166667,10.436428,13.965952,17.83929,22.57143021,14.14357,22.214048,0.09166667,44.3571434,-0.357142866,-2.645714,58.4,68.1,57.3,1029,231.198,94.27,3.121,4410351,3998.1,3.41,2.743,676.8,193900,642,1960000,225,4849324,3.04,737.43,40.2,3838.5,370,483,19.1,369684,0.06,1470.68,9.1,0.08,25807,31.6,40424,3878,1295,4532,2293,669,5903,7599,16732,851,22.299999,63675,91043,89239,43786,5,28
3,1,1,2013,1,14,11.2,11.2,890,0,22.435715,-19.545715,18.438573,-0.12166667,8.4785714,9.3811907,8.264771,9.333332062,12.143333,19.973572,-0.08214286,12.76190567,0,-0.66357101,,,,,,,,,3318,,,437.7,,,,,,,856.55,39.6,,,,,,,,,0.08,25828,30.6,32582,7883,2816,6040,3319,2159,5539,1981,12178,247,23.200001,32011,42959,36000,15980,5.3000002,3206
0,1,1,2013,1,8,11.2,11.2,890,0,3.2254753,0.54452396,2.0235748,-0.00380952,2.3559528,-1.3052382,-13.59834,-6.357143402,2.3571396,-2.9421446,0,-4.238095284,-0.857142866,-1.4521427,58.4,68.1,57.3,1085,231.198,93.21,3.098,16631898,14535.2,3.41,2.782,2367.7,287100,642,1150000,145,18556482,3.07,848.07,39.9,13845.3,188,233,19.5,369684,0.06,1457.15,10.4,0.18,27439,36.799999,42244,3243,2985,5390,2867,1330,8763,5041,15878,826,29.4,40565,56756,50578,26791,3.7,0
2,1,1,2013,1,8,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,68.1,57.3,1029,231.198,93.21,3.098,8598039,7471.2,3.41,2.782,1073.6,193900,642,1960000,225,9348056,3.07,814.45,35.5,7144.5,370,483,19.5,369684,0.06,1457.15,8,0.18,10650,56.200001,20855,137,110,173,633,355,1272,1532,4294,247,25.4,41051,53359,47364,27667,4.6999998,94
0,1,1,2013,1,9,11.2,11.2,890,0,21.692617,-14.225952,9.0580957,0.46999999,10.929047,15.171667,11.49857,30.57143021,15.475716,19.14357,0.51785714,43.04761887,-1.428571463,5.8185718,58.4,68.1,57.3,1029,231.198,93.08,3.101,1917875,1934.9,3.41,2.793,348.2,193900,642,1960000,225,2067199,3.05,915.06,41.2,1874,370,483,19.49,369684,0.05,1461.02,7.2,0.1,3558,36.900002,5651,1354,32,71,427,196,222,98,1485,13,22.6,37270,42905,46446,17135,5.5999999,0
1,1,1,2013,1,9,11.2,11.2,890,0,11.225239,-13.943096,15.737381,-0.04463286,9.0238097,5.8057145,16.52285,-8.52381134,13.656428,9.9383333,-0.10952381,-10.80952454,0,-1.4942853,58.4,68.1,57.3,1124,231.198,93.08,3.101,5214940,5181.1,3.41,2.793,748.8,160500,642,1160000,56,5694739,3.05,804.69,37.7,5001,89,95,19.49,369684,0.05,1461.02,8.4,0.1,23117,36.799999,44662,959,249,130,2973,904,2183,882,10718,394,29.700001,33590,43431,39228,16669,5.4000001,1181
