s,retailid,manitemid,y,m,d,efr,efc,ohb,promotypeid,srf_adew,srf_aheat,srf_amax,srf_aprcp,srf_cmf,srf_dew,srf_heatw,srf_hum,srf_max,srf_min,srf_prcp,srf_prcpp,srf_uv,srf_wnds,p_cci1,p_cci2,p_cci3,p_ces,p_cpi,p_cru,p_dies,p_emp,p_fern,p_fmr,p_gas,p_gern,p_hpe,p_hpi,p_hse,p_hsn,p_labf,p_lint,p_mern,p_mhrs,p_nfe,p_nhc,p_nhs,p_phm,p_rs,p_sint,p_smkt,p_uner,cy,zip_pop,age_median,white,black,asian,hispanic,fam_w_children,fam_female_head,house_rental,ed_bs,labor_force,commut_tele,commut_avg,inc_median_house,inc_mean_house,inc_mean_fam,inc_per_cap,house_rooms_median,house_oil
3,1,1,2013,1,3,11.2,11.2,890,0,5.4366666,-5.5516667,1.9269046,-0.0102381,-0.59357101,1.7852383,1.721096,11.54761887,-1.8950007,6.1671429,-0.02142857,-5.523809433,0,-2.384286,58.4,68.1,57.3,1124,231.198,92.97,3.061,2768028,2765.4,3.41,2.804,416.7,160500,642,1160000,56,2963630,3.11,790.69,43.7,2626,89,95,18.57,369684,0.06,1459.37,6.6,0.7,39703,37.5,76527,796,1298,601,5400,1353,2472,6352,22156,790,23,59373,72108,67408,27227,6.4000001,449
2,1,1,2013,1,4,11.2,11.2,890,0,-8.8961905,12.058571,-20.596429,-0.02357143,-15.529286,-6.5169048,-5.791397,10.2142868,-19.597382,-8.5711899,0.08095238,43.54761887,-1.214285731,4.3207141,58.4,68.1,57.3,1029,231.198,93.12,3.061,11782494,11038.5,3.41,2.79,1789.9,193900,642,1960000,225,12655050,3.11,822.31,41.5,10245.1,370,483,19.06,369684,0.06,1466.47,6.9,0.6,114124,26.5,174258,690,811,100931,16269,4124,6204,4435,39529,645,23.5,23799,34845,25184,9332,4.5,18
10,1,1,2013,1,6,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,68.1,57.3,1124,231.198,93.12,3.061,5924028,5778.7,3.41,2.79,830,160500,642,1160000,56,6590525,3.11,797.72,39.1,5590,89,95,19.06,369684,0.06,1466.47,10.1,0.39,1331,36.200001,2609,6,6,16,175,32,99,53,730,48,31.5,41632,45709,44485,15634,5.9000001,10
0,1,1,2013,1,3,11.2,11.2,890,0,-4.1557139,1.7645242,-5.6795221,-0.06285714,0.11880952,-1.5835715,-0.4982529,-3.76190567,-2.9285698,-3.235714,-0.03095238,-22.30952454,0,-7.0988104,58.4,68.1,57.3,1029,231.198,92.97,3.061,2893662,2596.7,3.41,2.804,503.7,193900,642,1960000,225,3117200,3.11,674.78,41.5,2470.1,370,483,18.57,369684,0.06,1459.37,7.2,0.7,25637,34.799999,29991,16054,3540,1450,3075,1374,4421,3932,15723,390,34.099998,53006,62515,65853,27063,5.4000001,1108
0,1,1,2013,1,5,11.2,11.2,890,0,12.780714,-7.150238,8.7778568,-0.00476191,5.1152385,5.8685717,1.240822,9.857143402,8.3080959,4.2714288,-0.0452381,-10.83333397,0,1.1433341,58.4,68.1,57.3,1124,231.198,93.12,3.061,5924028,5778.7,3.41,2.79,830,160500,642,1160000,56,6590525,3.11,797.72,39.1,5590,89,95,19.06,369684,0.06,1466.47,10.1,0.5,46546,30.9,59845,20551,5886,6631,6648,1755,2533,5432,25396,675,32,64244,70153,67436,22574,6.5,7
0,1,1,2013,1,1,11.2,11.2,890,0,-8.6483335,10.155716,-11.976904,-0.01380952,1.7066671,-0.16047634,-4.415882,2.73809433,-2.2009523,-1.3235714,-0.01904762,-2.809523582,0,-9.6564295,58.4,68.1,57.3,1124,231.198,91.83,3.074,1523357,1520,3.41,2.806,252.8,160500,642,1160000,56,1622663,2.95,718.36,42,1464,89,95,18.16,369684,0.04,1426.19,6.1,0.87,30269,34.200001,56730,1035,1715,937,3844,981,4298,6497,18298,657,17.799999,54629,70063,67571,30704,5.5999999,8
10,1,1,2013,1,3,11.2,11.2,890,0,-3.9397627,1.971667,-3.8216681,-0.06547619,-3.8388095,-4.0857142,1.304703,-3.357143402,-7.2719057,-4.8923814,-0.04047619,-21.83333397,0,-7.0514279,58.4,68.1,57.3,1338,231.198,92.97,3.061,8710299,8865.8,3.41,2.804,1447.3,270900,642,650000,32,9606706,3.11,768.41,38.2,8505.1,73,87,18.57,369684,0.06,1459.37,9.3,0.7,31240,35.200001,11717,29346,11556,4910,3604,1996,3944,2854,14547,182,45.900002,46047,61767,50517,18722,4.9000001,2010
0,1,1,2013,1,4,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,68.1,57.3,1029,231.198,93.12,3.061,2893662,2596.7,3.41,2.79,503.7,193900,642,1960000,225,3117200,3.11,674.78,41.5,2470.1,370,483,19.06,369684,0.06,1466.47,7.2,0.6,24895,40.700001,46137,2082,1174,293,3408,626,803,5242,13350,647,30.200001,85530,94091,91495,35056,7.8000002,1655
1,1,1,2013,1,4,11.2,11.2,890,0,12.503333,-16.872144,17.99762,-0.01690476,10.140952,6.5314294,4.049995,-9.357139587,15.499762,12.191905,-0.03333334,-16.04761887,0,-1.6285706,58.4,68.1,57.3,1124,231.198,93.12,3.061,2768028,2765.4,3.41,2.79,416.7,160500,642,1160000,56,2963630,3.11,790.69,43.7,2626,89,95,19.06,369684,0.06,1466.47,6.6,0.6,16446,39.299999,32199,120,239,80,2126,382,708,2374,8684,342,22.299999,51715,62052,59072,23349,5.9000001,2032
0,1,1,2013,1,1,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,68.1,57.3,1085,231.198,91.83,3.074,1746744,1649.2,3.41,2.806,290.8,287100,642,1150000,145,1927857,2.95,758.16,39.8,1591.5,188,233,18.16,369684,0.04,1426.19,9.4,0.87,67,46.299999,133,0,0,0,6,0,19,6,23,9,22.5,25250,20485,27250,11923,5.8000002,2
0,1,1,2013,1,4,11.2,11.2,890,0,12.140953,-2.8926191,7.6778549,-0.01261905,4.7576199,5.87,5.898163,5.880950928,7.180239,8.4761887,-0.01904762,-6.547618866,-1.142857194,-3.4407145,58.4,68.1,57.3,1029,231.198,93.12,3.061,8598039,7471.2,3.41,2.79,1073.6,193900,642,1960000,225,9348056,3.11,814.45,35.5,7144.5,370,483,19.06,369684,0.06,1466.47,8,0.6,11100,40.400002,20787,342,315,6970,843,522,2473,2130,6227,204,20.200001,52881,80057,67500,39895,3.9000001,15
0,1,1,2013,1,7,11.2,11.2,890,0,0.05666733,-3.2542858,6.2640457,-0.23738095,3.5790475,-1.507381,3.913185,-15.2857132,5.7133331,-1.7388096,-0.08452381,-26.97619057,0,-3.440952,58.4,68.1,57.3,1029,231.198,93.2,3.078,4410351,3998.1,3.41,2.753,676.8,193900,642,1960000,225,4849324,3.1,737.43,40.2,3838.5,370,483,19.31,369684,0.06,1461.89,9.1,0.28,32696,35.099998,62794,314,760,1371,4755,696,1185,6398,18161,1039,34.799999,72331,84885,80445,31439,6.9000001,165
0,1,1,2013,1,3,11.2,11.2,890,0,2.3269046,-0.95571487,-0.22333344,-0.07714286,2.1178573,1.2850001,1.189758,-2.571426392,2.5616667,-0.59571457,-0.07142857,-7.547618866,0,-0.92690552,58.4,68.1,57.3,1124,231.198,92.97,3.061,4151131,4053.9,3.41,2.804,610.6,160500,642,1160000,56,4599269,3.11,900.22,39.6,3834.1,89,95,18.57,369684,0.06,1459.37,9.7,0.7,40947,38.599998,73530,5594,658,1432,4954,1884,3882,3892,20275,607,19,37515,48273,47164,20189,5.5999999,78
2,1,1,2013,1,7,11.2,11.2,890,0,3.1969032,-3.0857146,5.7209528,-0.01690476,0.78190521,4.655,-8.324432,10.54761887,0.96428467,1.3649995,-0.025,-10.6428566,0,1.587857,58.4,68.1,57.3,1085,231.198,93.2,3.078,16631898,14535.2,3.41,2.753,2367.7,287100,642,1150000,145,18556482,3.1,848.07,39.9,13845.3,188,233,19.31,369684,0.06,1461.89,10.4,0.28,26426,38.599998,47569,345,699,2912,3250,1266,3668,1583,11249,604,18.6,32095,43405,39073,16892,5,69
0,1,1,2013,1,2,11.2,11.2,890,0,-7.5980954,8.4823828,-11.057141,-0.01642857,-6.8826191,-4.9845241,-9.295876,-4.47618866,-9.4440482,-8.1757143,-0.0047619,-8.047618866,0,0.56999966,58.4,68.1,57.3,1085,231.198,93.14,3.083,2533836,2342.1,3.41,2.832,394.7,287100,642,1150000,145,2740913,3.05,952.78,40.5,2214.8,188,233,18.6,369684,0.05,1462.42,7.6,0.79,57255,31.6,90789,10540,6443,6164,9066,2214,3891,7428,34225,1047,27.799999,61886,65549,66816,24019,6.4000001,0
0,1,1,2013,1,4,11.2,11.2,890,0,-14.261428,7.1447623,-4.235714,-0.00785714,-2.0949999,-8.7430954,-11.34884,-13.23809433,-4.0464287,-9.4861906,0,-2.904761791,0,-4.414048,58.4,68.1,57.3,1085,231.198,93.12,3.061,16631898,14535.2,3.41,2.79,2367.7,287100,642,1150000,145,18556482,3.11,848.07,39.9,13845.3,188,233,19.06,369684,0.06,1466.47,10.4,0.6,34036,35.5,49694,6353,4370,6596,5228,999,1559,3298,15675,620,39.400002,68057,76509,72278,25219,6.6999998,24
1,1,1,2013,1,4,11.2,11.2,890,0,1.3452383,-2.0092842,-0.88214111,-0.06571428,-1.7595239,0.45142868,-1.204697,4.047618866,-2.1897621,-1.6121428,-0.03809524,-23.76190567,0,2.2959527,58.4,68.1,57.3,1338,231.198,93.12,3.061,8710299,8865.8,3.41,2.79,1447.3,270900,642,650000,32,9606706,3.11,768.41,38.2,8505.1,73,87,19.06,369684,0.06,1466.47,9.3,0.6,85089,27,111765,8968,4111,30804,9765,4675,24325,5571,30424,888,32.599998,23567,37558,22852,11270,4,7534
0,1,1,2013,1,7,11.2,11.2,890,0,5.1485712,-6.6335699,4.6678562,-0.04071428,3.6773811,1.9276191,-0.250824,0.071430206,3.6890469,3.4523811,-0.10714286,-3.404762268,0,-6.7052374,58.4,68.1,57.3,1338,231.198,93.2,3.078,8710299,8865.8,3.41,2.753,1447.3,270900,642,650000,32,9606706,3.1,768.41,38.2,8505.1,73,87,19.31,369684,0.06,1461.89,9.3,0.28,23055,38.299999,42811,2059,451,448,2725,1121,3328,1691,11185,268,19.200001,35112,44757,43356,18350,5.8000002,824
1,1,1,2013,1,2,11.2,11.2,890,0,4.0883329,3.1366675,-1.6997604,-0.00690476,-0.66489159,2.2753236,-6.496376,8.932331085,-0.46271606,-2.7984961,-0.01166667,-10.0339241,-0.432641327,-1.986496,58.4,68.1,57.3,1124,231.198,93.14,3.083,2752380,2683.6,3.41,2.832,436.7,160500,642,1160000,56,2971223,3.05,749.09,43,2648.2,89,95,18.6,369684,0.05,1462.42,7.4,0.79,22841,32.5,42920,1305,497,693,3573,876,2058,2683,12760,604,26.1,55192,61513,59705,23127,6.1999998,0
0,1,1,2013,1,2,11.2,11.2,890,0,-3.8283329,5.0435732,-4.6173801,-0.01190476,-2.5614288,-1.4857145,-1.202766,1.619049072,-3.6433334,-4.4211905,-0.08571429,-32.19047546,0,-5.1173808,58.4,68.1,57.3,1338,231.198,93.14,3.083,8710299,8865.8,3.41,2.832,1447.3,270900,642,650000,32,9606706,3.05,768.41,38.2,8505.1,73,87,18.6,369684,0.05,1462.42,9.3,0.79,3406,45.200001,6678,41,48,20,367,107,256,347,1566,58,25.299999,39428,46544,44310,21330,5.5999999,480
0,1,1,2013,1,7,11.2,11.2,890,0,-0.32047653,-1.2397616,4.6764276,-0.14142857,5.0766667,-0.43809523,0.2778168,-13.73809433,7.3085709,-6.3090477,-0.09166667,-26.90476227,0,-6.7423806,58.4,68.1,57.3,1029,231.198,93.2,3.078,2842018,2747.2,3.41,2.753,421.1,193900,642,1960000,225,3106348,3.1,693.05,40,2590.2,370,483,19.31,369684,0.06,1461.89,8.5,0.28,7380,40,14130,476,15,60,880,304,731,241,3070,101,31.9,29229,38720,35819,15024,5.5,34
0,1,1,2013,1,7,11.2,11.2,890,0,8.780714,-7.150238,12.777857,-0.01476191,3.6352385,4.2085717,1.240822,1.857143402,8.3080959,2.2714288,-0.0452381,-22.83333397,0,4.8533341,58.4,68.1,57.3,1124,231.198,93.2,3.078,5924028,5778.7,3.41,2.753,830,160500,642,1160000,56,6590525,3.1,797.72,39.1,5590,89,95,19.31,369684,0.06,1461.89,10.1,0.28,32936,30.299999,54373,1124,1337,12464,4233,714,2199,3275,17408,412,24.799999,66953,75688,70777,22529,6.1999998,18
0,1,1,2013,1,7,11.2,11.2,890,0,3.692142,-1.8247617,2.5714272,-0.02,1.0035715,-0.18071407,0.9714813,-5.785713196,1.0476189,3.0240479,-0.04285714,-9.857143402,0,-4.9347615,58.4,68.1,57.3,1029,231.198,93.2,3.078,3950167,3745,3.41,2.753,716.7,193900,642,1960000,225,4209805,3.1,758.4,38,3594.6,370,483,19.31,369684,0.06,1461.89,6.2,0.28,10424,39.299999,18406,2020,259,96,1505,194,158,1497,5875,271,32,73963,83209,79806,30885,7.4000001,276
0,1,1,2013,1,7,11.2,11.2,890,0,-1.0585709,1.0195238,2.5459518,-0.08904762,-1.3711905,0.61023821,0.7617416,1.095237732,0.00952316,-1.2007158,-0.10238095,-24.5,-0.642857134,0.4390472,58.4,68.1,57.3,1029,231.198,93.2,3.078,1917875,1934.9,3.41,2.753,348.2,193900,642,1960000,225,2067199,3.1,915.06,41.2,1874,370,483,19.31,369684,0.06,1461.89,7.2,0.28,20107,33.799999,29799,9255,264,539,2853,1065,1491,1657,9434,236,32.099998,39452,49748,45034,18194,5.5999999,5
1,1,1,2013,1,3,11.2,11.2,890,0,-10.38238,8.651665,-7.0795221,-0.06095238,-6.7364285,-5.789762,-2.51474,0.619049072,-12.414049,-13.346428,-0.04285714,-20.7857151,0,-6.3019051,,,,,,,,,1646.1,,,237,,,,,,,914.09,37.6,,,,,,,,,0.7,13951,37.299999,27142,130,399,393,2063,300,304,2332,7291,393,35.099998,84375,103491,92576,34928,6.8000002,3635
0,1,1,2013,1,1,11.2,11.2,890,0,6.0390473,2.2873827,-0.66952194,0.13179205,1.2002379,2.900476,-5.275749,16.35713959,-2.6657143,7.2378578,-0.05357143,22.90476227,0,-6.6116665,58.4,68.1,57.3,1124,231.198,91.83,3.074,5214940,5181.1,3.41,2.806,748.8,160500,642,1160000,56,5694739,2.95,804.69,37.7,5001,89,95,18.16,369684,0.04,1426.19,8.4,0.87,26993,33.099998,42139,9667,914,390,3272,1800,4063,853,11681,163,24,31520,39142,36480,13923,5.1999998,27
0,1,1,2013,1,3,11.2,11.2,890,0,5.4978568,-2.1395235,-1.9523808,-0.0097619,-3.7597623,1.4157139,-6.863701,24.95238113,-6.570715,4.0240479,-0.01904762,1.095237732,0,-4.7638098,58.4,68.1,57.3,1124,231.198,92.97,3.061,1523357,1520,3.41,2.804,252.8,160500,642,1160000,56,1622663,3.11,718.36,42,1464,89,95,18.57,369684,0.06,1459.37,6.1,0.7,5646,31.299999,11038,55,106,59,991,218,372,886,3361,172,19.700001,57886,66477,62161,24862,5.9000001,0
0,1,1,2013,1,1,11.2,11.2,890,0,2.7976191,-1.1766684,0.30523872,-0.02761905,1.165238,-0.22190483,-1.841587,-0.333335877,-1.8438089,5.9771423,-0.06904762,11.73809433,0,-8.1145235,58.4,68.1,57.3,1124,231.198,91.83,3.074,5214940,5181.1,3.41,2.806,748.8,160500,642,1160000,56,5694739,2.95,804.69,37.7,5001,89,95,18.16,369684,0.04,1426.19,8.4,0.87,13196,34.5,25347,521,379,97,1646,530,1474,1252,7545,113,25.200001,48620,52106,55882,21319,5.8000002,220
0,1,1,2013,1,2,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,68.1,57.3,1085,231.198,93.14,3.083,468158,445.2,3.41,2.832,89.8,287100,642,1150000,145,502257,3.05,625.87,40.8,426.2,188,233,18.6,369684,0.05,1462.42,6.8,0.79,7054,38.900002,13611,16,37,162,960,233,805,666,3524,180,12.3,33614,40174,41329,16971,5.4000001,8
0,1,1,2013,1,4,11.2,11.2,890,0,-16.873571,16.475239,-12.728572,-0.005,-4.5311905,-4.2633329,-9.02047,-3.23809433,-6.7871437,-13.093572,-0.00952381,-5.190476418,0,-0.21928581,58.4,68.1,57.3,1085,231.198,93.12,3.061,866689,806.7,3.41,2.79,194.4,287100,642,1150000,145,931533,3.11,585.22,39.9,802.3,188,233,19.06,369684,0.06,1466.47,7,0.6,2457,39.099998,2880,11,30,1752,343,119,213,170,1047,96,27,25750,35180,31618,13878,4.9000001,9
0,1,1,2013,1,4,11.2,11.2,890,0,6.1228572,-8.1192856,8.5488091,-0.01071429,7.7326189,4.9095236,0.5999031,-4.357139587,10.975475,7.1911905,-0.02142857,-14.30952358,0,-4.189048,58.4,68.1,57.3,1124,231.198,93.12,3.061,2780293,2797.8,3.41,2.79,403.4,160500,642,1160000,56,3022967,3.11,748.61,38.2,2713.2,89,95,19.06,369684,0.06,1466.47,8,0.6,7019,36.700001,13849,21,92,27,885,183,632,397,3800,312,25.5,37040,41709,43363,16510,5.9000001,421
1,1,1,2013,1,3,11.2,11.2,890,0,-15.026666,2.8726189,-4.4507175,-0.00690476,-7.0950001,-7.1385714,-10.10538,-12.88095093,-6.1290491,-4.4749985,-0.0047619,-3.476190567,0,9.5221428,58.4,68.1,57.3,1085,231.198,92.97,3.061,2787124,2488.8,3.41,2.804,410.6,287100,642,1150000,145,3040059,3.11,735.9,32.4,2383.3,188,233,18.57,369684,0.06,1459.37,8.3,0.7,17560,45.400002,33480,365,903,517,2064,342,814,4471,8302,811,21.799999,117487,170826,144891,74605,7.5999999,0
0,1,1,2013,1,1,11.2,11.2,890,0,6.4259529,2.9838087,-5.3602371,-0.00666667,-3.1447618,3.5233331,-3.185875,30.54761887,-6.4611909,6.4138086,-0.0047619,10.66666698,0,-5.1604754,58.4,68.1,57.3,1124,231.198,91.83,3.074,2752380,2683.6,3.41,2.806,436.7,160500,642,1160000,56,2971223,2.95,749.09,43,2648.2,89,95,18.16,369684,0.04,1426.19,7.4,0.87,2753,37.299999,5421,2,5,12,359,63,179,153,1400,74,31.799999,34500,39680,40446,15273,5.5,12
0,1,1,2013,1,7,11.2,11.2,890,0,5.7102394,-1.9495239,-2.8992865,0.02309524,1.8009522,2.7471429,-8.85611,6.619049072,0.95000076,6.1683331,0.06190476,24.07143021,0,-0.66238084,58.4,68.1,57.3,1085,231.198,93.2,3.078,1746744,1649.2,3.41,2.753,290.8,287100,642,1150000,145,1927857,3.1,758.16,39.8,1591.5,188,233,19.31,369684,0.06,1461.89,9.4,0.28,2053,46,3933,14,29,48,199,77,190,207,881,88,34.900002,34932,37375,37500,16401,5.0999999,50
0,1,1,2013,1,1,11.2,11.2,890,0,15.403572,-7.606905,1.1228561,0.04214286,0.35666664,7.807619,1.36438,25.7857132,0.6428566,5.6342871,0.07380952,31.09523773,0,-5.2509525,58.4,68.1,57.3,1029,231.198,91.83,3.074,1958505,1876,3.41,2.806,348.3,193900,642,1960000,225,2160115,2.95,707.16,40.6,1796.1,370,483,18.16,369684,0.04,1426.19,9.3,0.87,42459,33.700001,12188,71377,567,671,4690,4482,6343,2501,19177,194,22.6,27086,34708,31140,12674,5.3000002,204
0,1,1,2013,1,1,11.2,11.2,890,0,-9.3809509,8.4311905,-5.4380968,-0.15809524,-4.0164286,-5.2390477,-6.856583,-10.90476227,-5.4516678,-10.014048,-0.12142857,-47.11904907,0,-1.5892855,58.4,68.1,57.3,1085,231.198,91.83,3.074,1746744,1649.2,3.41,2.806,290.8,287100,642,1150000,145,1927857,2.95,758.16,39.8,1591.5,188,233,18.16,369684,0.04,1426.19,9.4,0.87,45132,35,73802,1897,9138,2918,4943,2199,6508,4077,24443,682,26,38040,44793,43608,18006,5,3503
0,1,1,2013,1,5,11.2,11.2,890,0,10.469048,-6.6642854,3.1764276,-0.00095238,3.5409524,4.8126189,-4.726334,1.380950928,6.7511923,8.1107142,-0.0047619,13.9285717,0,2.7335715,58.4,68.1,57.3,1124,231.198,93.12,3.061,2752380,2683.6,3.41,2.79,436.7,160500,642,1160000,56,2971223,3.11,749.09,43,2648.2,89,95,19.06,369684,0.06,1466.47,7.4,0.5,21978,36.400002,40016,538,485,1874,2700,817,2415,1406,10727,282,18,30977,40802,36512,15895,5.5,12
0,1,1,2013,1,5,11.2,11.2,890,0,3.2619058,-2.1254764,4.8428543,-0.05904762,6.9838093,1.3390478,4.672226,-4.904762268,4.1919022,-2.4283333,0.05238095,-9.166666031,-1.571428537,-2.8664286,58.4,68.1,57.3,1029,231.198,93.12,3.061,8598039,7471.2,3.41,2.79,1073.6,193900,642,1960000,225,9348056,3.11,814.45,35.5,7144.5,370,483,19.06,369684,0.06,1466.47,8,0.5,12323,62.400002,23387,751,228,473,711,282,445,1085,3531,164,25.299999,35738,48243,39302,24003,5.4000001,39
0,1,1,2013,1,1,11.2,11.2,890,0,2.8440471,0.06095108,-0.42857056,-0.04333333,0.13904762,-0.30547585,-1.390732,0.928573608,-0.71547699,5.1900005,-0.09404762,9.357143402,0,-7.1435721,58.4,68.1,57.3,1338,231.198,91.83,3.074,5920404,5746.5,3.41,2.806,719.2,270900,642,650000,32,6523033,2.95,768.56,40.5,5566.4,73,87,18.16,369684,0.04,1426.19,9.2,0.87,3311,39.200001,6532,20,24,6,373,99,210,152,1627,49,23.6,33618,41096,38837,15297,5.5999999,504
0,1,1,2013,1,2,11.2,11.2,890,0,-7.497858,7.7852385,-5.01,-0.00095238,-4.7828572,-6.3097621,-9.88269,-7.785715103,-7.1423798,-6.4511909,-0.00119048,-2.023809433,0,0.13119007,58.4,68.1,57.3,1085,231.198,93.14,3.083,16631898,14535.2,3.41,2.832,2367.7,287100,642,1150000,145,18556482,3.05,848.07,39.9,13845.3,188,233,18.6,369684,0.05,1462.42,10.4,0.79,31273,32.400002,40098,6422,1974,10765,4134,1706,4801,1186,13792,270,23.1,37591,43087,42854,16396,4.9000001,0
0,1,1,2013,1,1,11.2,11.2,890,0,8.624761,4.1423804,-10.092856,-0.01380952,-4.1919049,3.2923809,-6.83445,21.30952454,-6.2230966,1.3507135,-0.01547619,15.28571415,0,3.3523812,58.4,68.1,57.3,1029,231.198,91.83,3.074,11782494,11038.5,3.41,2.806,1789.9,193900,642,1960000,225,12655050,2.95,822.31,41.5,10245.1,370,483,18.16,369684,0.04,1426.19,6.9,0.87,50003,29.1,69397,10127,5162,20215,5111,1779,16993,7865,29410,883,23.200001,41521,58516,43906,26404,3.5999999,0
0,1,1,2013,1,2,11.2,11.2,890,0,-15.931904,1.4154766,-1.8995209,-0.02095238,-0.1576181,-9.245,-5.421051,-21.3571434,-0.2021463,-3.3792839,-0.0047619,-6.523809433,0,-0.04071421,58.4,68.1,57.3,1085,231.198,93.14,3.083,16631898,14535.2,3.41,2.832,2367.7,287100,642,1150000,145,18556482,3.05,848.07,39.9,13845.3,188,233,18.6,369684,0.05,1462.42,10.4,0.79,13407,44.900002,25105,93,1238,520,1104,328,2305,4284,7216,479,23.9,100080,153807,130323,76704,5.5,18
0,1,1,2013,1,2,11.2,11.2,890,0,-2.1649997,2.8857138,-3.7588103,-0.02261905,-0.89880917,-1.77119,1.249763,-2.5,-3.20381,-4.5719051,-0.08214286,-32.95238113,0,-8.2471434,58.4,68.1,57.3,1124,231.198,93.14,3.083,4151131,4053.9,3.41,2.832,610.6,160500,642,1160000,56,4599269,3.05,900.22,39.6,3834.1,89,95,18.6,369684,0.05,1462.42,9.7,0.79,11994,33.700001,21207,252,2350,184,2293,218,92,2040,6029,152,27.9,112809,133933,118204,39646,8.1999998,0
0,1,1,2013,1,6,11.2,11.2,890,0,-5.2961905,0.41857124,-2.5064294,-0.02357143,-7.4892865,-5.9669048,-5.791397,-9.785713196,-5.5873816,-5.5611899,-0.01904762,-5.452381134,1.785714269,-1.2292859,58.4,68.1,57.3,1029,231.198,93.12,3.061,11782494,11038.5,3.41,2.79,1789.9,193900,642,1960000,225,12655050,3.11,822.31,41.5,10245.1,370,483,19.06,369684,0.06,1466.47,6.9,0.39,,,0,0,0,0,,,,,,,,,,,,,
0,1,1,2013,1,4,11.2,11.2,890,0,-4.7338087,-2.8440475,3.034523,-0.09117538,2.2640476,-1.1678572,3.000961,-11.5,3.4619043,-2.6328566,-0.06428572,-19.6428566,0,-1.6728571,58.4,68.1,57.3,1029,231.198,93.12,3.061,4254928,4046.4,3.41,2.79,715.6,193900,642,1960000,225,4738051,3.11,685.48,40.4,3840.2,370,483,19.06,369684,0.06,1466.47,10.2,0.6,30999,37.200001,52348,7097,1142,1098,3960,1200,2543,2408,16586,399,22.5,42484,53034,49981,19961,5.4000001,2014
1,1,1,2013,1,5,11.2,11.2,890,0,3.5509531,-6.7957132,7.7421417,-0.06333333,0.96333339,-1.3240477,-0.2164536,-8.595237732,0.70500015,0,-0.04761905,-25.52380943,0,-6.130715,,,,,,,,,1646.1,,,237,,,,,,,914.09,37.6,,,,,,,,,0.5,52305,39.400002,98437,2148,2572,1750,6086,2023,4752,6481,29415,629,24.299999,61183,72174,71226,28882,5.8000002,9045
0,1,1,2013,1,6,11.2,11.2,890,0,-7.1026192,-1.2676191,2.6142868,-0.00333333,2.8819047,-1.2126192,-9.164429,-9.26190567,6.5723801,0.96785713,-0.00952381,-9.5,0,-3.2207142,58.4,68.1,57.3,1085,231.198,93.12,3.061,2533836,2342.1,3.41,2.79,394.7,287100,642,1150000,145,2740913,3.11,952.78,40.5,2214.8,188,233,19.06,369684,0.06,1466.47,7.6,0.39,25544,38.900002,47953,267,1257,1432,3570,642,2054,5155,13680,993,22.5,71605,86729,82448,34728,6.9000001,0
0,1,1,2013,1,4,11.2,11.2,890,0,10.064524,-7.9961908,8.0571426,-0.00028884,7.6347619,6.1245232,0.5177803,0.02381134,12.084286,7.6278571,-0.02619048,-12.71428585,0,-5.2469046,58.4,68.1,57.3,1124,231.198,93.12,3.061,2768028,2765.4,3.41,2.79,416.7,160500,642,1160000,56,2963630,3.11,790.69,43.7,2626,89,95,19.06,369684,0.06,1466.47,6.6,0.6,22011,26.299999,41660,399,978,1034,2439,533,1690,2607,12937,688,18.1,53438,61403,63506,20119,6.5,161
1,1,1,2013,1,3,11.2,11.2,890,0,-3.9397627,1.971667,-3.8216681,-0.06547619,-3.8388095,-4.0857142,1.304703,-3.357143402,-7.2719057,-4.8923814,-0.04047619,-21.83333397,0,-7.0514279,58.4,68.1,57.3,1338,231.198,92.97,3.061,8710299,8865.8,3.41,2.804,1447.3,270900,642,650000,32,9606706,3.11,768.41,38.2,8505.1,73,87,18.57,369684,0.06,1459.37,9.3,0.7,39157,41.799999,60714,1000,14711,2438,4480,1195,1353,5249,18109,432,32.299999,70959,88070,80295,30601,6.6999998,6102
0,1,1,2013,1,2,11.2,11.2,890,0,-4.6178572,0.67690659,1.143095,-0.04619048,-0.34809509,-1.3783334,1.380245,-1.5,-1.919285,-6.823333,-0.05,-23.1428566,0,-6.080238,58.4,68.1,57.3,1124,231.198,93.14,3.083,5924028,5778.7,3.41,2.832,830,160500,642,1160000,56,6590525,3.05,797.72,39.1,5590,89,95,18.6,369684,0.05,1462.42,10.1,0.79,47726,33.900002,53825,17742,12452,9906,4001,1996,15061,8073,26322,675,36.5,34293,45449,40863,21600,3.5,268
0,1,1,2013,1,7,11.2,11.2,890,0,3.4342861,-0.86809708,2.7364273,-0.04857143,5.5449999,2.1030951,-2.20607,-2.23809433,4.0852377,-2.7859516,-0.04404762,-26.38095093,0,-11.336904,58.4,68.1,57.3,1124,231.198,93.2,3.078,5214940,5181.1,3.41,2.753,748.8,160500,642,1160000,56,5694739,3.1,804.69,37.7,5001,89,95,19.31,369684,0.06,1461.89,8.4,0.28,3595,33.299999,7086,50,13,25,513,131,357,85,1544,45,40,33023,41209,39943,14289,5.4000001,339
